City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Motygino,58.18,94.76,13.69,93,100,3.29,RU,1604195776
Kattivākkam,13.22,80.32,77.0,94,20,4.7,IN,1604195776
Harper,4.38,-7.72,77.49,88,68,6.93,LR,1604195776
Talara,-4.58,-81.27,64.02,88,66,14.65,PE,1604195776
Kalnibolotskaya,46.01,40.46,53.01,84,48,2.51,RU,1604195776
Balakhninskiy,58.01,114.28,14.81,84,93,3.24,RU,1604195776
Thompson,55.74,-97.86,12.2,85,20,6.93,CA,1604195776
Maturin,9.75,-63.18,75.85,96,100,4.14,VE,1604195777
Tiznit Province,29.58,-9.5,67.14,28,0,2.42,MA,1604195777
São Miguel,-5.47,-35.37,78.8,88,20,4.7,BR,1604195777
Datia,25.67,78.47,66.79,27,0,6.55,IN,1604195777
Nizwá,22.93,57.53,61.2,29,0,2.95,OM,1604195777
Ganzhou,28.82,115.43,63.7,80,98,3.24,CN,1604195777
Chhātāpur,26.22,87.02,75.87,66,0,4.76,IN,1604195778
Henties Bay,-22.12,14.28,55.0,93,67,5.01,NA,1604195778
Severomuysk,56.15,113.43,4.53,93,99,4.83,RU,1604195778
Pingliang,35.54,106.69,47.97,44,97,11.23,CN,1604195577
San Joaquin,37.93,-121.3,75.2,27,1,2.37,US,1604195778
Bahía Honda,22.9,-83.16,78.26,85,0,10.42,CU,1604195778
Coyhaique,-45.58,-72.07,59.0,51,0,2.62,CL,1604195579
Springfield,37.22,-93.3,55.4,47,1,10.29,US,1604195658
Mougins,43.6,7.0,60.8,93,75,2.24,FR,1604195778
Ahipara,-35.17,173.17,69.73,62,14,4.68,NZ,1604195554
Saint-Philippe,-21.36,55.77,64.4,68,90,9.17,RE,1604195779
Dzilam González,21.28,-88.93,74.05,95,100,5.53,MX,1604195779
Chokurdakh,70.63,147.92,-8.0,91,80,7.63,RU,1604195681
Abhā,18.22,42.51,59.0,35,0,1.41,SA,1604195779
Aklavik,68.22,-135.01,-0.4,84,75,1.12,CA,1604195680
Port Hawkesbury,45.62,-61.35,34.0,50,1,11.41,CA,1604195780
Atessa,42.07,14.45,55.99,88,100,2.57,IT,1604195780
Nur-Sultan,51.18,71.45,17.6,92,0,2.24,KZ,1604195598
Walvis Bay,-22.96,14.51,55.0,87,9,8.05,NA,1604195780
Mount Isa,-20.73,139.5,91.4,13,0,6.93,AU,1604195552
Canyon,34.98,-101.92,57.99,53,74,11.18,US,1604195781
Port Hardy,50.7,-127.42,50.0,81,90,6.93,CA,1604195569
Nome,64.5,-165.41,26.6,68,1,4.7,US,1604195781
Imbituba,-28.24,-48.67,64.4,72,75,4.7,BR,1604195781
Buenos Aires,-34.61,-58.38,64.4,68,0,12.75,AR,1604195767
Avera,33.19,-82.53,59.0,87,90,6.93,US,1604195781
Bathsheba,13.22,-59.52,78.8,88,75,11.41,BB,1604195781
Chalchihuites,23.48,-103.88,56.5,41,0,5.08,MX,1604195781
Kapoeta,4.77,33.59,77.68,53,0,10.92,SS,1604195667
Charlestown,-32.95,151.67,73.0,74,38,5.01,AU,1604195774
Camacha,33.08,-16.33,66.2,93,20,6.93,PT,1604195782
Les Cayes,18.2,-73.75,79.07,82,100,2.1,HT,1604195782
Charagua,-19.8,-63.22,64.13,47,0,6.22,BO,1604195782
Innisfail,-17.53,146.03,89.01,28,0,1.99,AU,1604195782
Carutapera,-1.2,-46.02,77.59,85,1,6.4,BR,1604195782
Kuril'sk,45.23,147.88,51.06,68,99,7.61,RU,1604195783
Altamont,42.21,-121.74,53.6,50,1,9.17,US,1604195527
Vila Velha,-20.33,-40.29,71.6,83,90,10.29,BR,1604195783
Waipawa,-41.41,175.52,64.4,59,0,24.16,NZ,1604195674
Hamilton,39.18,-84.53,51.01,66,75,8.05,US,1604195636
Altay,47.87,88.12,28.15,78,0,2.24,CN,1604195783
Leningradskiy,69.38,178.42,15.87,88,35,6.98,RU,1604195783
Ulladulla,-35.35,150.47,59.0,100,90,18.34,AU,1604195784
Zatoka,46.07,30.47,46.4,100,90,11.18,UA,1604195784
Talnakh,69.49,88.4,21.2,85,75,26.84,RU,1604195783
Rovaniemi,66.5,25.72,32.0,96,90,8.05,FI,1604195784
Sorbhog,26.5,90.87,72.27,69,100,4.54,IN,1604195784
Magadan,59.57,150.8,33.15,94,100,8.86,RU,1604195784
Dubuque,42.48,-90.87,57.2,50,1,14.99,US,1604195648
La Santisima Trinidad,-14.83,-64.9,73.53,47,15,2.28,BO,1604195785
Vereeniging,-26.67,27.93,55.99,93,100,10.0,ZA,1604195785
Nsanje,-16.92,35.26,69.21,93,7,3.13,MW,1604195785
Tápiószőlős,47.3,19.85,35.6,100,81,4.7,HU,1604195785
Hammerfest,70.66,23.68,39.2,69,1,14.99,NO,1604195785
Japura,-0.32,102.35,82.89,77,100,2.98,ID,1604195785
Bhilwara,25.35,74.63,66.31,26,0,1.16,IN,1604195785
Måløy,61.94,5.11,52.0,76,98,35.57,NO,1604195786
Fortuna,40.6,-124.16,51.01,100,90,6.93,US,1604195580
Gīdolē,5.65,37.37,57.16,100,98,3.47,ET,1604195786
Quatre Cocos,-20.21,57.76,68.0,72,40,9.17,MU,1604195668
Nālūt,30.33,10.85,54.77,87,0,8.66,LY,1604195786
Itarema,-2.92,-39.92,79.02,84,44,12.39,BR,1604195786
Ruidoso,33.33,-105.67,53.6,25,1,6.93,US,1604195786
Englewood,39.65,-104.99,46.99,53,0,4.97,US,1604195523
Santiago del Estero,-27.8,-64.26,68.41,35,0,10.69,AR,1604195787
Shingū,33.73,135.98,69.8,56,75,9.17,JP,1604195587
Los Palmitos,9.38,-75.27,75.51,92,99,5.7,CO,1604195787
Oodweyne,9.41,45.06,71.76,56,45,5.3,SO,1604195787
Baturaja,-4.13,104.17,81.48,75,100,1.99,ID,1604195513
Agüimes,27.91,-15.45,78.8,24,0,12.75,ES,1604195787
Vila,42.03,-8.16,59.0,94,100,7.0,PT,1604195696
Inírida,3.87,-67.92,74.7,96,100,2.91,CO,1604195787
Hofn,64.25,-15.21,42.75,64,100,17.74,IS,1604195788
Düzce,40.84,31.16,52.59,71,90,5.5,TR,1604195788
Concarneau,47.88,-3.92,57.2,100,90,12.75,FR,1604195788
Bushehr,28.97,50.84,73.26,47,0,5.41,IR,1604195788
Simbahan,6.3,120.58,82.76,76,100,10.92,PH,1604195788
Pampa,35.54,-100.96,60.8,50,1,11.41,US,1604195788
Bobota,47.38,22.77,33.8,100,0,3.36,RO,1604195788
Salalah,17.02,54.09,71.6,37,0,3.36,OM,1604195789
Stornoway,58.21,-6.39,46.99,81,98,17.22,GB,1604195789
Clyde River,70.47,-68.59,10.4,85,1,18.34,CA,1604195554
Belaya Gora,68.53,146.42,-3.96,91,94,4.52,RU,1604195687
Eyl,7.98,49.82,77.7,77,3,7.96,SO,1604195554
Ust'-Omchug,61.15,149.63,23.65,95,100,2.3,RU,1604195789
Ust-Kuyga,70.02,135.6,-2.9,90,100,6.46,RU,1604195789
Durusu,41.31,28.68,55.0,76,75,21.92,TR,1604195789
Trybukhivtsi,49.04,25.46,46.0,90,18,7.0,UA,1604195790
Saint-Pierre,-21.34,55.48,64.4,68,90,9.17,RE,1604195790
Leshukonskoye,64.9,45.76,28.89,96,62,4.63,RU,1604195790
Abu Kamal,34.45,40.92,62.42,28,0,6.62,SY,1604195790
Auray,47.67,-2.99,57.99,100,90,11.41,FR,1604195607
Mazyr,52.05,29.25,45.57,85,100,14.09,BY,1604195790
Batemans Bay,-35.72,150.18,68.0,74,95,10.0,AU,1604195791
Semnan,35.57,53.4,51.51,45,0,1.12,IR,1604195791
Mauá,-23.67,-46.46,59.0,87,90,13.87,BR,1604195791
Kincardine,56.07,-3.72,46.4,75,0,13.87,GB,1604195791
Severo-Yeniseyskiy,60.37,93.04,13.44,96,100,6.46,RU,1604195791
Marfino,55.7,37.38,43.0,81,75,13.42,RU,1604195782
Muhos,64.81,25.99,35.6,93,90,9.17,FI,1604195792
Nuuk,64.18,-51.72,23.0,85,100,9.17,GL,1604195792
Cairns,-16.92,145.77,91.0,52,0,11.41,AU,1604195792
Whyalla,-33.03,137.58,69.8,60,0,8.05,AU,1604195547
Amurzet,47.7,131.1,44.02,59,100,18.88,RU,1604195779
Westport,41.14,-73.36,46.4,66,90,8.05,US,1604195645
Jaten,-7.58,110.9,80.82,77,35,6.6,ID,1604195793
Gamba,-2.65,10.0,76.5,90,100,4.0,GA,1604195793
Nhulunbuy,-12.23,136.77,91.4,52,75,12.75,AU,1604195793
Rawson,-43.3,-65.1,71.29,25,0,24.36,AR,1604195793
Ulundi,-28.34,31.42,58.87,91,100,2.62,ZA,1604195793
Pierre,44.37,-100.35,41.0,44,1,14.99,US,1604195591
Azare,11.68,10.19,74.82,25,29,8.39,NG,1604195794
Portree,57.41,-6.19,46.99,82,99,23.0,GB,1604195794
Brigantine,39.41,-74.36,46.99,64,1,8.23,US,1604195794
Uyuni,-20.46,-66.83,49.66,35,0,9.75,BO,1604195507
Alma,48.55,-71.65,28.4,63,67,8.05,CA,1604195794
Kuah,6.33,99.84,78.8,88,20,2.24,MY,1604195794
Alofi,-19.06,-169.92,80.6,78,64,23.04,NU,1604195748
Sabha,27.04,14.43,58.01,67,0,8.05,LY,1604195795
Vallenar,-28.57,-70.76,57.87,51,0,0.36,CL,1604195795
Marawi,8.0,124.29,82.99,75,100,5.01,PH,1604195795
Palmer,42.16,-72.33,30.99,100,1,3.44,US,1604195795
Bonavista,48.65,-53.11,30.99,68,71,9.17,CA,1604195795
Gravdal,68.12,13.5,44.73,66,99,16.35,NO,1604195795
Lusambo,-4.97,23.45,68.92,95,100,0.29,CD,1604195795
Tautira,-17.73,-149.15,80.6,69,40,10.29,PF,1604195796
Iqaluit,63.75,-68.51,5.0,77,20,4.7,CA,1604195796
Buraidah,26.33,43.98,59.0,44,0,7.67,SA,1604195796
Pacific Grove,36.62,-121.92,63.0,63,1,2.8,US,1604195699
Mossamedes,-15.2,12.15,75.85,74,99,13.02,AO,1604195796
Badnāwar,23.02,75.22,64.4,48,0,3.36,IN,1604195796
Yazykovo,55.22,56.14,38.39,97,100,5.77,RU,1604195796
Calvinia,-31.47,19.78,56.16,52,0,9.17,ZA,1604195797
Hailar,49.2,119.7,25.3,95,100,16.46,CN,1604195779
Inhambane,-23.86,35.38,72.54,71,70,11.27,MZ,1604195649
La Rioja,42.25,-2.5,54.0,93,0,7.36,ES,1604195695
San Policarpo,12.18,125.51,84.51,77,100,6.42,PH,1604195797
Tibacuy,4.35,-72.46,76.41,91,100,6.71,CO,1604195797
Portland,45.52,-122.68,55.0,72,56,1.01,US,1604195295
Jiangmen,22.58,113.08,78.01,79,17,1.01,CN,1604195798
Mitú,1.2,-70.17,73.02,98,100,3.53,CO,1604195798
Portage,41.17,-81.2,39.99,74,1,3.36,US,1604195798
Jaciara,-15.97,-54.97,72.18,89,59,4.36,BR,1604195798
Øksfjord,70.24,22.35,39.2,86,13,19.46,NO,1604195798
Galveston,29.37,-94.97,66.99,68,1,6.93,US,1604195798
Tambovka,50.1,128.05,32.0,94,75,4.47,RU,1604195798
Menongue,-14.66,17.69,63.72,79,71,4.21,AO,1604195799
Rocha,-34.48,-54.33,47.46,92,0,2.35,UY,1604195786
Zaraza,9.35,-65.32,74.71,96,100,4.07,VE,1604195799
Whitecourt,54.15,-115.69,42.8,52,75,12.75,CA,1604195799
Lavrentiya,65.58,-171.0,22.05,90,0,7.9,RU,1604195799
Oliveira dos Brejinhos,-12.32,-42.9,71.33,93,100,3.31,BR,1604195799
Chateaubelair,13.28,-61.25,78.8,94,75,11.41,VC,1604195799
Mersing,2.43,103.84,77.0,94,20,4.7,MY,1604195800
Kedrovyy,56.17,91.82,26.6,100,75,2.24,RU,1604195800
Marzuq,14.4,46.47,61.29,34,0,3.78,YE,1604195800
Puerto Limón,10.0,-83.03,80.33,78,100,11.74,CR,1604195800
Hermiston,45.84,-119.29,53.01,50,1,5.82,US,1604195690
San Jerónimo,-11.95,-75.28,50.56,70,100,3.27,PE,1604195800
Rosarito,32.33,-117.03,71.6,53,75,6.93,MX,1604195801
Corinth,37.94,22.96,57.99,71,0,5.32,GR,1604195801
Tuscaloosa,33.21,-87.57,64.4,72,1,6.93,US,1604195801
Bogandé,12.97,-0.14,79.66,17,0,7.72,BF,1604195801
Gusino,54.72,31.37,42.3,89,96,9.86,RU,1604195801
Bani Walid,31.76,13.99,60.04,85,1,6.82,LY,1604195801
Lodeynoye Pole,60.73,33.55,31.33,98,0,2.89,RU,1604195801
Bilibino,68.05,166.44,5.36,85,77,2.77,RU,1604195802
Klyuchi,52.27,79.17,31.42,97,3,7.0,RU,1604195802
Bud,39.45,-86.18,51.01,66,1,8.05,US,1604195802
Pochutla,15.74,-96.47,78.01,84,28,2.84,MX,1604195802
Andenes,69.31,16.12,42.8,75,95,17.22,NO,1604195795
Ipatovo,45.72,42.9,55.49,86,100,1.36,RU,1604195802
Aleppo Governorate,36.25,37.5,65.03,26,98,7.92,SY,1604195802
Husavik,66.04,-17.34,37.4,86,90,11.18,IS,1604195675
Amaraji,-8.38,-35.45,80.6,78,75,9.17,BR,1604195803
Marabu,4.41,114.01,82.4,83,40,4.7,MY,1604195803
Bowen,-20.02,148.23,91.4,31,0,6.93,AU,1604195803
Akşehir,38.36,31.42,46.78,70,0,2.06,TR,1604195803
Bedelē,8.46,36.35,52.32,100,61,1.19,ET,1604195803
Sharkan,57.3,53.87,35.01,92,81,5.01,RU,1604195803
Aripuanã,-9.17,-60.63,73.09,97,100,1.45,BR,1604195803
Rādhanpur,23.83,71.6,73.63,27,0,6.38,IN,1604195803
Šurany,48.09,18.18,51.01,91,88,7.78,SK,1604195804
Borogontsy,62.67,131.17,-7.89,87,64,2.62,RU,1604195804
Havøysund,71.0,24.66,39.2,69,0,14.99,NO,1604195804
Alyangula,-13.85,136.42,89.6,55,0,6.93,AU,1604195804
Barra de Tecoanapa,16.52,-98.75,80.49,82,2,4.23,MX,1604195804
Arman',59.7,150.17,33.48,94,100,3.96,RU,1604195804
Lima,-12.04,-77.03,62.6,82,90,11.41,PE,1604195725
Tucumã,-0.18,-50.05,80.33,78,14,7.85,BR,1604195568
Hong Kong,22.29,114.16,78.01,69,3,11.27,HK,1604195734
Kahului,20.89,-156.47,87.8,52,40,10.29,US,1604195652
Omboué,-1.57,9.26,76.23,91,100,4.9,GA,1604195805
Baghdad,33.34,44.4,64.4,36,0,8.05,IQ,1604195805
Eyrarbakki,63.86,-21.15,37.0,76,0,8.25,IS,1604195805
Jadu,31.95,12.03,51.57,99,0,1.59,LY,1604195805
Sola,-13.88,167.55,81.48,80,80,18.48,VU,1604195789
Kaka,37.35,59.61,54.54,35,0,5.86,TM,1604195806
Tabuk,17.42,121.44,72.95,87,100,10.0,PH,1604195806
Sikasso,10.92,-7.0,74.7,44,87,1.45,ML,1604195806
Barcelos,41.54,-8.62,62.6,93,90,12.75,PT,1604195806
Fougamou,-1.22,10.58,72.79,96,100,0.76,GA,1604195806
Adrar,20.5,-10.07,78.33,18,54,10.18,MR,1604195568
Rovenki,48.08,39.38,47.84,92,83,11.36,UA,1604195555
Coacoyul,17.81,-99.11,73.0,66,42,3.83,MX,1604195806
Stephenville,32.22,-98.2,62.01,51,1,3.36,US,1604195806
Raja,8.46,25.68,72.12,76,49,2.57,SS,1604195807
Faro,37.02,-7.93,62.6,77,0,2.24,PT,1604195764
Russell,32.35,-85.2,60.8,72,75,6.33,US,1604195807
Zhezkazgan,47.8,67.71,35.51,70,0,7.31,KZ,1604195807
Ilulissat,69.22,-51.1,21.2,73,100,11.41,GL,1604195558
Pozo Colorado,-23.49,-58.8,69.17,58,0,7.14,PY,1604195807
Garmsār,35.22,52.34,53.51,42,0,1.63,IR,1604195807
Harindānga,22.04,88.32,77.0,94,40,4.7,IN,1604195808
Buchanan,5.88,-10.05,77.92,89,81,5.75,LR,1604195808
Oistins,13.07,-59.53,78.8,88,75,11.41,BB,1604195808
Edineţ,48.17,27.3,46.0,85,99,5.01,MD,1604195808
Āsosa,10.07,34.53,62.01,88,31,4.03,ET,1604195808
Grand Gaube,-20.01,57.66,68.0,72,40,9.17,MU,1604195808
Camopi,3.17,-52.32,76.03,87,39,3.02,GF,1604195808
Tongchuanshi,35.08,109.09,53.37,38,52,4.97,CN,1604195808
College,64.86,-147.8,10.0,77,90,3.36,US,1604195740
Hakodate,41.78,140.74,57.2,71,75,8.05,JP,1604195809
Seoul,37.57,126.98,57.2,87,90,10.25,KR,1604195796
Kul'dur,49.22,131.63,34.57,89,100,8.3,RU,1604195809
Acapulco de Juárez,16.86,-99.89,82.4,83,40,5.82,MX,1604195798
Pleshanovo,52.83,53.48,43.05,77,98,5.14,RU,1604195809
Tabas,33.6,56.92,51.8,25,0,4.7,IR,1604195809
San Patricio,28.02,-97.52,66.2,68,20,6.93,US,1604195809
Dwārka,22.24,68.97,80.38,49,0,8.59,IN,1604195810
Morro Bay,35.37,-120.85,68.0,73,0,3.24,US,1604195810
Cuiluan,47.72,128.65,37.35,77,100,15.48,CN,1604195810
Mufumbwe,-13.68,24.8,65.37,35,0,5.3,ZM,1604195810
Florence,43.77,11.25,59.0,82,75,3.36,IT,1604195595
Macusani,-14.08,-70.43,39.02,85,100,3.98,PE,1604195810
Chiredzi,-21.05,31.67,70.11,80,82,10.22,ZW,1604195811
Tondano,1.3,124.91,87.8,62,20,2.24,ID,1604195565
Winnemucca,40.97,-117.74,60.8,23,1,6.93,US,1604195811
La Ronge,55.1,-105.28,19.4,85,0,3.36,CA,1604195811
Yaan,7.38,8.57,74.28,91,100,6.38,NG,1604195811
Morant Bay,17.88,-76.41,82.4,83,75,10.29,JM,1604195811
Viedma,-40.81,-63.0,64.0,46,0,4.0,AR,1604195811
Alenquer,-1.94,-54.74,78.8,83,0,4.7,BR,1604195811
Ixtapa,20.7,-105.2,84.2,79,90,5.82,MX,1604195569
Hirara,24.8,125.28,75.2,88,75,10.29,JP,1604195568
Kiryat Gat,31.61,34.76,72.0,100,91,1.99,IL,1604195760
Two Rivers,44.15,-87.57,50.0,81,90,13.87,US,1604195812
Ahualulco del Sonido Trece,22.4,-101.17,64.4,34,5,4.7,MX,1604195812
Santa Isabel Rio Negro,-0.41,-65.02,73.53,98,100,3.18,BR,1604195810
Lexington,37.99,-84.48,48.99,66,1,8.05,US,1604195627
Nizhniy Odes,63.64,54.86,31.33,96,98,8.57,RU,1604195812
Laas,46.62,10.7,41.0,40,5,4.7,IT,1604195812
Poum,-20.23,164.02,78.89,75,2,18.77,NC,1604195813
Lerwick,60.15,-1.15,50.0,81,95,42.5,GB,1604195813
Nampula,-15.12,39.27,69.8,88,75,4.7,MZ,1604195715
Seymchan,62.88,152.43,16.07,93,100,5.23,RU,1604195813
Río Gallegos,-51.62,-69.22,50.0,71,0,3.36,AR,1604195813
Omsukchan,62.53,155.8,20.43,95,100,6.87,RU,1604195813
Payo,-3.75,103.64,81.75,77,100,0.92,ID,1604195813
